id	file_name	title	title_playlist	playlist	composer	year	year_truncated	tonality	tune_key	tune_mode	structure	num_bars	time_signature	cycle_fifths_order	style	musicbrainz_id	wikidata_id	wikidata_allmusic	wiki_link	wikidata_description	lyricist
51	dataset/jazz1350/All About Ronnie.xml	All About Ronnie	All About Ronnie [jazz1350]	jazz1350	Joe Greene			Bb major	Bb	major	AB	30.0	4/4	-2.0	Ballad	d9eef883-0c52-42c3-a77b-39738a382431					Joe Greene
52	dataset/jazz1350/All Blues.xml	All Blues	All Blues [jazz1350]	jazz1350	Miles Davis	1959.0	1959.0	G major	G	major	A	24.0	3/4	1.0	Waltz	46e6bfc3-5f37-3e6e-a2be-1938072b1375	Q2600918		https://en.wikipedia.org/wiki/All_Blues	song composed by Miles Davis performed by Miles Davis	
53	dataset/jazz1350/All By Myself.xml	All By Myself	All By Myself [jazz1350]	jazz1350	Irving Berlin	1921.0	1921.0	C major	C	major	ABAC	32.0	4/4	0.0	Medium Swing	fc817c65-b8a3-4b59-badd-e80c8f1da09c	Q4729937	mc0002373535	https://en.wikipedia.org/wiki/All_by_Myself_(Irving_Berlin_song)	original song written and composed by Irving Berlin	Irving Berlin
54	dataset/jazz1350/All God's Chillun Got Rhythm.xml	All God's Chillun Got Rhythm	All God's Chillun Got Rhythm [jazz1350]	jazz1350	Bronisław Kaper	1937.0	1937.0	F major	F	major	ABAC	32.0	4/4	-1.0	Medium Up Swing	ac95b71c-36cf-4b4f-9cd5-460b3b9b5795	Q4728756		https://en.wikipedia.org/wiki/All_God%27s_Chillun_Got_Rhythm	song	Gus Kahn
54	dataset/jazz1350/All God's Chillun Got Rhythm.xml	All God's Chillun Got Rhythm	All God's Chillun Got Rhythm [jazz1350]	jazz1350	Walter Jurmann	1937.0	1937.0	F major	F	major	ABAC	32.0	4/4	-1.0	Medium Up Swing	ac95b71c-36cf-4b4f-9cd5-460b3b9b5795	Q4728756		https://en.wikipedia.org/wiki/All_God%27s_Chillun_Got_Rhythm	song	Gus Kahn
55	dataset/jazz1350/All My Tomorrows.xml	All My Tomorrows	All My Tomorrows [jazz1350]	jazz1350	Jimmy Van Heusen	1959.0	1959.0	G major	G	major	AABA	36.0	4/4	1.0	Ballad	3d09aa91-b5b2-46d2-a77a-5a2f165fb1a6	Q30601569		https://en.wikipedia.org/wiki/All_My_Tomorrows_(song)	"original song written and composed by Jimmy Van Heusen, lyrics by Sammy Cahn; from the 1959 film ""A Hole in the Head"""	Sammy Cahn
56	dataset/jazz1350/All Of A Sudden My Heart Sings.xml	All Of A Sudden My Heart Sings	All Of A Sudden My Heart Sings [jazz1350]	jazz1350	Laurent Henri Herpin	1941.0	1941.0	C major	C	major	AB	32.0	4/4	0.0	Ballad	0ab954ae-cb77-30b1-b44d-b9a4b1bbb96a					Jean Blanvillain
57	dataset/jazz1350/All Of Me.xml	All Of Me	All Of Me [jazz1350]	jazz1350	Gerald Marks	1931.0	1931.0	C major	C	major	ABAC	32.0	4/4	0.0	Medium Swing	74df7931-9ee4-355f-a9ad-917e06faa2da	Q1818379	mc0002485308	https://en.wikipedia.org/wiki/All_of_Me_(jazz_standard)	original song written and composed by Gerald Marks and Seymour Simons; jazz standard	
57	dataset/jazz1350/All Of Me.xml	All Of Me	All Of Me [jazz1350]	jazz1350	Seymour Simons	1931.0	1931.0	C major	C	major	ABAC	32.0	4/4	0.0	Medium Swing	74df7931-9ee4-355f-a9ad-917e06faa2da	Q1818379	mc0002485308	https://en.wikipedia.org/wiki/All_of_Me_(jazz_standard)	original song written and composed by Gerald Marks and Seymour Simons; jazz standard	
58	dataset/jazz1350/All Of You.xml	All Of You	All Of You [jazz1350]	jazz1350	Cole Porter	1954.0	1954.0	Eb major	Eb	major	ABAC	32.0	4/4	-3.0	Medium Swing	c9a51eb1-c80a-33e9-b015-370654cda985	Q4730061		https://en.wikipedia.org/wiki/All_of_You_(Cole_Porter_song)	song by Cole Porter	Cole Porter
59	dataset/jazz1350/All Or Nothing At All.xml	All Or Nothing At All	All Or Nothing At All [jazz1350]	jazz1350	Arthur Altman	1939.0	1939.0	A minor	A	minor	AABC	64.0	4/4	0.0	Medium Up Swing	d074d059-d8a0-3b2f-8b2a-9138d7166a42	Q3612234		https://en.wikipedia.org/wiki/All_or_Nothing_at_All	original song composed by Arthur Altman, lyrics by Jack Lawrence	Jack Lawrence
59	dataset/jazz1350/All Or Nothing At All.xml	All Or Nothing At All	All Or Nothing At All [jazz1350]	jazz1350	Jack Lawrence	1939.0	1939.0	A minor	A	minor	AABC	64.0	4/4	0.0	Medium Up Swing	d074d059-d8a0-3b2f-8b2a-9138d7166a42	Q3612234		https://en.wikipedia.org/wiki/All_or_Nothing_at_All	original song composed by Arthur Altman, lyrics by Jack Lawrence	Jack Lawrence
60	dataset/jazz1350/All The Things You Are.xml	All The Things You Are	All The Things You Are [jazz1350]	jazz1350	Jerome Kern	1939.0	1939.0	Ab major	Ab	major	ABCD	36.0	4/4	-4.0	Medium Up Swing	6c0ae4fc-2893-363a-a3e9-f04324e0f525	Q1410072	mc0002430414	https://en.wikipedia.org/wiki/All_the_Things_You_Are	"original show tune composed by Jerome Kern, lyrics by Oscar Hammerstein II; from the 1939 musical ""Very Warm for May"""	Oscar Hammerstein II
61	dataset/jazz1350/All The Way.xml	All The Way	All The Way [jazz1350]	jazz1350	Jimmy Van Heusen	1957.0	1957.0	Eb major	Eb	major	AB	34.0	4/4	-3.0	Ballad	bb27e40b-0d44-39ec-bd7d-e1288744a7fc	Q4730203	mc0002004195	https://en.wikipedia.org/wiki/All_the_Way_(Frank_Sinatra_song)	"original song composed by Jimmy Van Heusen, lyrics by Sammy Cahn; from the 1957 film by ""The Joker Is Wild"""	Sammy Cahn
62	dataset/jazz1350/All Through The Day.xml	All Through The Day	All Through The Day [jazz1350]	jazz1350	Jerome Kern	1946.0	1946.0	F major	F	major	ABCD	32.0	4/4	-1.0	Medium Swing	58813e84-9e50-4cbf-9859-2e2ca199885b					
62	dataset/jazz1350/All Through The Day.xml	All Through The Day	All Through The Day [jazz1350]	jazz1350	Oscar Hammerstein II	1946.0	1946.0	F major	F	major	ABCD	32.0	4/4	-1.0	Medium Swing	58813e84-9e50-4cbf-9859-2e2ca199885b					
63	dataset/jazz1350/All Through The Night.xml	All Through The Night	All Through The Night [jazz1350]	jazz1350	Cole Porter	1934.0	1934.0	F major	F	major	AABC	64.0	4/4	-1.0	Medium Swing	d178093b-c5e5-3d8b-9fae-423f60a7f157	Q4729811		https://en.wikipedia.org/wiki/All_Through_the_Night_(Cole_Porter_song)	1934 Cole Porter song	Cole Porter
64	dataset/jazz1350/All Too Soon.xml	All Too Soon	All Too Soon [jazz1350]	jazz1350	Duke Ellington	1940.0	1940.0	C major	C	major	AABA	32.0	4/4	0.0	Ballad	fdf56a40-c7dc-3fdc-bbea-029192d66f8b	Q3369017		https://en.wikipedia.org/wiki/All_Too_Soon	single	Carl Sigman
65	dataset/jazz1350/Almost Like Being In Love.xml	Almost Like Being In Love	Almost Like Being In Love [jazz1350]	jazz1350	Frederick Loewe	1947.0	1947.0	Ab major	Ab	major	AABA	36.0	4/4	-4.0	Medium Swing	6a3dc627-859e-3800-809d-c18c4622031e	Q2649768	mc0002480972	https://en.wikipedia.org/wiki/Almost_Like_Being_in_Love	"original show tune by Lerner and Loewe; from the 1947 musical ""Brigadoon"""	Alan Jay Lerner
66	dataset/jazz1350/Alone Together.xml	Alone Together	Alone Together [jazz1350]	jazz1350	Arthur Schwartz	1932.0	1932.0	D minor	D	minor	AABA	44.0	4/4	-1.0	Medium Swing	2eeec569-6ada-3f76-8d65-4241b57b56e0	Q4734404		https://en.wikipedia.org/wiki/Alone_Together_(1932_song)	1932 song by Arthur Schwartz and Howard Dietz	Howard Dietz
67	dataset/jazz1350/Alone Too Long.xml	Alone Too Long	Alone Too Long [jazz1350]	jazz1350	Arthur Schwartz	1954.0	1954.0	G major	G	major	AABA	32.0	4/4	1.0	Ballad	ef215ff2-9440-45e7-b800-dfcb4f4deb8c					Dorothy Fields
68	dataset/jazz1350/Along Came Betty.xml	Along Came Betty	Along Came Betty [jazz1350]	jazz1350	Benny Golson	1958.0	1958.0	Ab major	Ab	major	ABC	34.0	4/4	-4.0	Medium Swing	5e276f16-4474-3c48-9740-8313d259f8c9					
69	dataset/jazz1350/Always And Forever.xml	Always And Forever	Always And Forever [jazz1350]	jazz1350	Pat Metheny			A minor	A	minor	introABC	30.0	4/4	0.0	Ballad	cd90f5fd-cee6-46f3-ac59-c2d8661a4c5d					
70	dataset/jazz1350/Always.xml	Always	Always [jazz1350]	jazz1350	Irving Berlin	1925.0	1925.0	F major	F	major	ABCD	32.0	3/4	-1.0	Waltz	f5e3ae10-1453-3cb8-b1bb-724394e7dfe7	Q3444686	mc0002403622	https://en.wikipedia.org/wiki/Always_(Irving_Berlin_song)	1925 song by Irving Berlin	Irving Berlin
71	dataset/jazz1350/Am I Blue.xml	Am I Blue	Am I Blue [jazz1350]	jazz1350	Harry Akst	1929.0	1929.0	F major	F	major	AABC	32.0	4/4	-1.0	Medium Swing	aa5c0dc3-2964-38b5-a0a4-6393c1e31d53	Q4738922	mc0002468839	https://en.wikipedia.org/wiki/Am_I_Blue%3F	original song composed by Harry Akst, lyrics by Grant Clarke; first recorded by Ethel Waters	Grant Clarke
72	dataset/jazz1350/Among My Souvenirs.xml	Among My Souvenirs	Among My Souvenirs [jazz1350]	jazz1350	Horatio Nicholls	1927.0	1927.0	Eb major	Eb	major	AABA	34.0	4/4	-3.0	Ballad						
73	dataset/jazz1350/Ana Maria.xml	Ana Maria	Ana Maria [jazz1350]	jazz1350	Wayne Shorter	1974.0	1974.0	G major	G	major	ABC	50.0	4/4	1.0	Even 8ths	0bba09d8-fcb2-3e00-b9f9-5bb01587b8dd					
74	dataset/jazz1350/Angel Eyes.xml	Angel Eyes	Angel Eyes [jazz1350]	jazz1350	Matt Dennis	1946.0	1946.0	C minor	C	minor	AABA	32.0	4/4	-3.0	Ballad	6c0edf2e-3df6-31c2-855d-eb0cd62e184f	Q4762141	mc0002416134	https://en.wikipedia.org/wiki/Angel_Eyes_(1946_song)	original song composed by Matt Dennis, lyrics by Earl K. Brent	Earl Brent
75	dataset/jazz1350/Anthropology.xml	Anthropology	Anthropology [jazz1350]	jazz1350	Charlie Parker	1946.0	1946.0	Bb major	Bb	major	AABA	32.0	4/4	-2.0	Up Tempo Swing	cb5b25d5-b830-314c-8cba-26ea5f87887c	Q574394		https://en.wikipedia.org/wiki/Anthropology_(composition)	jazz composition written by Charlie Parker and Dizzie Gillespie	
75	dataset/jazz1350/Anthropology.xml	Anthropology	Anthropology [jazz1350]	jazz1350	Dizzy Gillespie	1946.0	1946.0	Bb major	Bb	major	AABA	32.0	4/4	-2.0	Up Tempo Swing	cb5b25d5-b830-314c-8cba-26ea5f87887c	Q574394		https://en.wikipedia.org/wiki/Anthropology_(composition)	jazz composition written by Charlie Parker and Dizzie Gillespie	
76	dataset/jazz1350/Anything Goes.xml	Anything Goes	Anything Goes [jazz1350]	jazz1350	Cole Porter	1934.0	1934.0	C major	C	major	AABC	32.0	4/4	0.0	Medium Swing	ec1b7f10-36ce-378b-a572-962ccce8d453	Q4778332	mc0002611354	https://en.wikipedia.org/wiki/Anything_Goes_(Cole_Porter_song)	"original show tune written and composed by Cole Porter; from the 1934 musical ""Anything Goes"""	Cole Porter
77	dataset/jazz1350/April In Paris.xml	April In Paris	April In Paris [jazz1350]	jazz1350	Vernon Duke	1932.0	1932.0	C major	C	major	ABCD	32.0	4/4	0.0	Medium Swing	2adc274e-85ba-3620-91b8-4d4f5066e485	Q4355132	mc0002395421	https://en.wikipedia.org/wiki/April_in_Paris_(song)	"original show tune composed by Vernon Duke, lyrics by Yip Harburg; from the 1932 musical revue ""Walk a Little Faster"""	Yip Harburg
78	dataset/jazz1350/April Joy.xml	April Joy	April Joy [jazz1350]	jazz1350	Pat Metheny	1979.0	1979.0	F major	F	major	AB	28.0	4/4	-1.0	Even 8ths	04ebf24c-8ea4-4da0-adab-e5273d0bb1b8					
79	dataset/jazz1350/April Skies.xml	April Skies	April Skies [jazz1350]	jazz1350	Buddy Collette	1999.0	1999.0	G major	G	major	AB	32.0	4/4	1.0	Medium Up Swing	c2c2f3a6-dff7-4f4e-8db8-0cecdc25ec51					
80	dataset/jazz1350/April.xml	April	April [jazz1350]	jazz1350	Lakki Patey			G major	G	major	ABCA	48.0	4/4	1.0	Medium Up Swing	ac37fbac-9cc1-4ae5-b504-707878e80a48					
80	dataset/jazz1350/April.xml	April	April [jazz1350]	jazz1350	Lennie Tristano			G major	G	major	ABCA	48.0	4/4	1.0	Medium Up Swing	ac37fbac-9cc1-4ae5-b504-707878e80a48					
81	dataset/jazz1350/Aren't You Glad You're You.xml	Aren't You Glad You're You	Aren't You Glad You're You [jazz1350]	jazz1350	Jimmy Van Heusen	1945.0	1945.0	F major	F	major	AB	32.0	4/4	-1.0	Medium Swing	66898320-7458-4d42-9e23-bab8e003e50d	Q15856674		https://en.wikipedia.org/wiki/Aren%27t_You_Glad_You%27re_You%3F	song performed by Nat King Cole	Johnny Burke
82	dataset/jazz1350/Arise, Her Eyes.xml	Arise, Her Eyes	Arise, Her Eyes [jazz1350]	jazz1350	Steve Swallow	1969.0	1969.0	C major	C	major	A	24.0	3/4	0.0	Medium Swing	a0f9648d-8a6a-46ee-9ad1-a5ed8fd8593f					
83	dataset/jazz1350/Armando's Rhumba.xml	Armando's Rhumba	Armando's Rhumba [jazz1350]	jazz1350	Chick Corea			C minor	C	minor	AB	20.0	4/4	-3.0	Latin	0939e587-d2ad-3a5f-b912-a4964cc0bf02					
84	dataset/jazz1350/As Long As I Live.xml	As Long As I Live	As Long As I Live [jazz1350]	jazz1350	Harold Arlen	1934.0	1934.0	F major	F	major	AABA	32.0	4/4	-1.0	Medium Swing	e531b5ed-23cc-4e95-bced-8137bd2f5901	Q4802923		https://en.wikipedia.org/wiki/As_Long_as_I_Live_(Harold_Arlen_and_Ted_Koehler_song)	song written by Harold Arlen and Ted Koehler; performed by Lena Horne and others	Ted Koehler
85	dataset/jazz1350/As Time Goes By.xml	As Time Goes By	As Time Goes By [jazz1350]	jazz1350	Herman Hupfeld	1931.0	1931.0	Eb major	Eb	major	AABA	32.0	4/4	-3.0	Ballad	0675ec94-29a8-3ea6-a3a3-9c3675a3449e	Q719975	mc0002355438	https://en.wikipedia.org/wiki/As_Time_Goes_By_(song)	"original show tune written and composed by Herman Hupfeld; from the 1931 musical ""Everybody's Welcome"""	Herman Hupfeld
86	dataset/jazz1350/Ask Me Now.xml	Ask Me Now	Ask Me Now [jazz1350]	jazz1350	Thelonious Monk	1978.0	1978.0	C# major	C#	major	AABA	32.0	4/4	-5.0	Ballad	46944964-7458-3a35-acdd-f60732ce3c13	Q4807077		https://en.wikipedia.org/wiki/Ask_Me_Now	song	
87	dataset/jazz1350/At Last.xml	At Last	At Last [jazz1350]	jazz1350	Harry Warren	1941.0	1941.0	C major	C	major	AABA	32.0	4/4	0.0	Medium Swing	a309b2c0-bb43-31c5-9cd9-53d38b6361c0	Q752942	mc0002429515	https://en.wikipedia.org/wiki/At_Last	"original film song composed by Harry Warren, lyrics by Mack Gordon; from the 1942 film ""Orchestra Wives"""	
87	dataset/jazz1350/At Last.xml	At Last	At Last [jazz1350]	jazz1350	Mack Gordon	1941.0	1941.0	C major	C	major	AABA	32.0	4/4	0.0	Medium Swing	a309b2c0-bb43-31c5-9cd9-53d38b6361c0	Q752942	mc0002429515	https://en.wikipedia.org/wiki/At_Last	"original film song composed by Harry Warren, lyrics by Mack Gordon; from the 1942 film ""Orchestra Wives"""	
88	dataset/jazz1350/At Long Last Love.xml	At Long Last Love	At Long Last Love [jazz1350]	jazz1350	Cole Porter	1937.0	1937.0	C major	C	major	AB	32.0	4/4	0.0	Medium Swing	9f8872b3-8034-3f2c-ad8e-1429ae801adb	Q4812366	mc0002611196	https://en.wikipedia.org/wiki/At_Long_Last_Love_(song)	"original show tune written and composed by Cole Porter; from the 1938 musical ""You Never Know"""	Cole Porter
89	dataset/jazz1350/Au Privave.xml	Au Privave	Au Privave [jazz1350]	jazz1350	Charlie Parker	1956.0	1956.0	F major	F	major	A	12.0	4/4	-1.0	Up Tempo Swing	47266c5d-1408-496a-bc3c-3b82c6a7d0f4	Q4818960		https://en.wikipedia.org/wiki/Au_Privave	jazz tune composed Charlie Parker	
90	dataset/jazz1350/Autumn In New York.xml	Autumn In New York	Autumn In New York [jazz1350]	jazz1350	Vernon Duke	1934.0	1934.0	F major	F	major	ABCD	32.0	4/4	-1.0	Ballad	84322430-c1e0-3720-9074-db3743edb6af	Q789396	mc0002412564	https://en.wikipedia.org/wiki/Autumn_in_New_York_(song)	"original show tune written and composed by Vernon Duke; from the 1937 musical revue ""Thumbs Up!"""	Vernon Duke
91	dataset/jazz1350/Autumn Leaves.xml	Autumn Leaves	Autumn Leaves [jazz1350]	jazz1350	Joseph Kosma	1947.0	1947.0	G minor	G	minor	AABC	32.0	4/4	-2.0	Medium Swing	048b4b7a-07c4-3e33-959f-268199324401	Q79330104	mc0002412558		"translated song; English language version of ""Les Feuilles mortes"", song lyrics adapted by Johnny Mercer"	Jacques Prévert
92	dataset/jazz1350/Autumn Nocturne.xml	Autumn Nocturne	Autumn Nocturne [jazz1350]	jazz1350	Josef Myrow			C major	C	major	AABC	36.0	4/4	0.0	Slow Swing	700b003b-ccb7-3146-a470-df4cdcbeede7					Kim Gannon
93	dataset/jazz1350/Avalon.xml	Avalon	Avalon [jazz1350]	jazz1350	Al Jolson	1920.0	1920.0	Bb major	Bb	major	AB	32.0	4/4	-2.0	Up Tempo Swing	4f3d4772-bb07-3f7e-b4b3-af6afbba082c	Q790091		https://en.wikipedia.org/wiki/Avalon_(Al_Jolson_song)	1920 popular song written by Al Jolson, Buddy DeSylva and Vincent Rose	
93	dataset/jazz1350/Avalon.xml	Avalon	Avalon [jazz1350]	jazz1350	Buddy DeSylva	1920.0	1920.0	Bb major	Bb	major	AB	32.0	4/4	-2.0	Up Tempo Swing	4f3d4772-bb07-3f7e-b4b3-af6afbba082c	Q790091		https://en.wikipedia.org/wiki/Avalon_(Al_Jolson_song)	1920 popular song written by Al Jolson, Buddy DeSylva and Vincent Rose	
93	dataset/jazz1350/Avalon.xml	Avalon	Avalon [jazz1350]	jazz1350	Vincent Rose	1920.0	1920.0	Bb major	Bb	major	AB	32.0	4/4	-2.0	Up Tempo Swing	4f3d4772-bb07-3f7e-b4b3-af6afbba082c	Q790091		https://en.wikipedia.org/wiki/Avalon_(Al_Jolson_song)	1920 popular song written by Al Jolson, Buddy DeSylva and Vincent Rose	
94	dataset/jazz1350/Ba-lue Bolivar Ba-lues-are.xml	Ba-lue Bolivar Ba-lues-are	Ba-lue Bolivar Ba-lues-are [jazz1350]	jazz1350	Thelonious Monk	1958.0	1958.0	Bb major	Bb	major	A	12.0	4/4	-2.0	Medium Swing	cdfd835d-e3e2-47cb-b224-cc9e1a58f3a0					
95	dataset/jazz1350/Backstage Sally.xml	Backstage Sally	Backstage Sally [jazz1350]	jazz1350	Wayne Shorter			F minor	F	minor	A	16.0	4/4	-4.0	Medium Swing						
96	dataset/jazz1350/Bags and Trane.xml	Bags and Trane	Bags and Trane [jazz1350]	jazz1350	Milt Jackson	1961.0	1961.0	C minor	C	minor	A	12.0	4/4	-3.0	Medium Swing	ed620815-d854-424e-978d-346f92e2963d					
97	dataset/jazz1350/Bags' Groove.xml	Bags' Groove	Bags' Groove [jazz1350]	jazz1350	Milt Jackson	1958.0	1958.0	F major	F	major	A	12.0	4/4	-1.0	Medium Swing	e8381339-0422-421f-9fb8-f7a4211ce05c	Q800138		https://en.wikipedia.org/wiki/Bags%27_Groove_(composition)	song	
98	dataset/jazz1350/Ballade.xml	Ballade	Ballade [jazz1350]	jazz1350	Charlie Parker			F major	F	major	AB	16.0	4/4	-1.0	Ballad	077127aa-6c6d-4426-a502-3235eae00e42					
98	dataset/jazz1350/Ballade.xml	Ballade	Ballade [jazz1350]	jazz1350	Coleman Hawkins			F major	F	major	AB	16.0	4/4	-1.0	Ballad	077127aa-6c6d-4426-a502-3235eae00e42					
99	dataset/jazz1350/Baltimore Oriole.xml	Baltimore Oriole	Baltimore Oriole [jazz1350]	jazz1350	Hoagy Carmichael	1942.0	1942.0	G minor	G	minor	AB	36.0	4/4	-2.0	Ballad	dc39ae08-d1e1-4e6b-9dd3-12471099fee5					Paul Francis Webster
100	dataset/jazz1350/Barbados.xml	Barbados	Barbados [jazz1350]	jazz1350	Charlie Parker	1948.0	1948.0	F major	F	major	A	12.0	4/4	-1.0	Latin	8e1a20a2-9894-490b-aa0a-b69b8384c8ff					
101	dataset/jazz1350/Barbara.xml	Barbara	Barbara [jazz1350]	jazz1350	Horace Silver	1974.0	1974.0	Eb major	Eb	major	ABAB	38.0	6/4	-3.0	Waltz	692cccc8-ae1f-48a2-a020-0e4c51a11e42					
102	dataset/jazz1350/Bark For Barksdale.xml	Bark For Barksdale	Bark For Barksdale [jazz1350]	jazz1350	Gerry Mulligan	1954.0	1954.0	F major	F	major	AABA	38.0	4/4	-1.0	Up Tempo Swing	5a1cc89a-7caf-4c65-9f2e-78b038bda2bb					
103	dataset/jazz1350/Basin Street Blues.xml	Basin Street Blues	Basin Street Blues [jazz1350]	jazz1350	Spencer Williams	1928.0	1928.0	Bb major	Bb	major	introA	24.0	4/4	-2.0	Slow Swing	fc53ad7a-6f85-38ce-8b4f-d19231b68aaa	Q810176	mc0002389949	https://en.wikipedia.org/wiki/Basin_Street_Blues	original song written and composed by Spencer Williams	Spencer Williams
104	dataset/jazz1350/Baubles, Bangles and Beads.xml	Baubles, Bangles and Beads	Baubles, Bangles and Beads [jazz1350]	jazz1350	George Forrest	1953.0	1953.0	Ab major	Ab	major	ABCA	36.0	3/4	-4.0	Waltz	1a671639-41d5-3478-ad8d-005f22736677	Q811117	mc0002450705	https://en.wikipedia.org/wiki/Baubles,_Bangles,_%26_Beads	"show tune; from the 1953 musical ""Kismet"""	
104	dataset/jazz1350/Baubles, Bangles and Beads.xml	Baubles, Bangles and Beads	Baubles, Bangles and Beads [jazz1350]	jazz1350	Robert Wright	1953.0	1953.0	Ab major	Ab	major	ABCA	36.0	3/4	-4.0	Waltz	1a671639-41d5-3478-ad8d-005f22736677	Q811117	mc0002450705	https://en.wikipedia.org/wiki/Baubles,_Bangles,_%26_Beads	"show tune; from the 1953 musical ""Kismet"""	
105	dataset/jazz1350/Be Careful It's My Heart.xml	Be Careful It's My Heart	Be Careful It's My Heart [jazz1350]	jazz1350	Irving Berlin	1942.0	1942.0	F major	F	major	ABAC	32.0	4/4	-1.0	Medium Swing	db2f0236-bdf0-4b6b-8c45-cf8a9388f588	Q96609872			"original song written and composed by Irving Berling; from the 1942 film ""Holiday Inn"""	Irving Berlin
106	dataset/jazz1350/Be My Love.xml	Be My Love	Be My Love [jazz1350]	jazz1350	Nikolaus Brodszky	1950.0	1950.0	C major	C	major	AB	36.0	4/4	0.0	Medium Swing						
107	dataset/jazz1350/Be-Bop.xml	Be-Bop	Be-Bop [jazz1350]	jazz1350	Dizzy Gillespie	1944.0	1944.0	F minor	F	minor	AABA	32.0	4/4	-4.0	Up Tempo Swing	bebc1a20-e28e-42f1-816c-f584158b6a29					
108	dataset/jazz1350/Beatrice.xml	Beatrice	Beatrice [jazz1350]	jazz1350	Sam Rivers	1964.0	1964.0	F major	F	major	A	16.0	4/4	-1.0	Medium Swing	fceca67d-8dcf-36e8-8558-ee9776b45547					
109	dataset/jazz1350/Beautiful Love.xml	Beautiful Love	Beautiful Love [jazz1350]	jazz1350	Egbert Van Alstyne	1931.0	1931.0	D minor	D	minor	ABAC	32.0	4/4	-1.0	Medium Swing	d8cedd25-5c47-42e8-8e82-23afada9dd3c	Q4877757		https://en.wikipedia.org/wiki/Beautiful_Love_(1931_song)	popular waltz	Haven Gillespie
109	dataset/jazz1350/Beautiful Love.xml	Beautiful Love	Beautiful Love [jazz1350]	jazz1350	Victor Young	1931.0	1931.0	D minor	D	minor	ABAC	32.0	4/4	-1.0	Medium Swing	d8cedd25-5c47-42e8-8e82-23afada9dd3c	Q4877757		https://en.wikipedia.org/wiki/Beautiful_Love_(1931_song)	popular waltz	Haven Gillespie
109	dataset/jazz1350/Beautiful Love.xml	Beautiful Love	Beautiful Love [jazz1350]	jazz1350	Wayne King	1931.0	1931.0	D minor	D	minor	ABAC	32.0	4/4	-1.0	Medium Swing	d8cedd25-5c47-42e8-8e82-23afada9dd3c	Q4877757		https://en.wikipedia.org/wiki/Beautiful_Love_(1931_song)	popular waltz	Haven Gillespie
110	dataset/jazz1350/Beauty And The Beast.xml	Beauty And The Beast	Beauty And The Beast [jazz1350]	jazz1350	Wayne Shorter	1976.0	1976.0	F major	F	major	AA	28.0	4/4	-1.0	Funk	a5eb6016-bb2a-4d5e-911d-1600c0898c77					
111	dataset/jazz1350/Begin The Beguine.xml	Begin The Beguine	Begin The Beguine [jazz1350]	jazz1350	Cole Porter	1935.0	1935.0	C major	C	major	AABACC	100.0	4/4	0.0	Medium Swing	5e1007ef-8e08-3121-b4a5-c6007e0e623e	Q814327		https://en.wikipedia.org/wiki/Begin_the_Beguine	"song by Cole Porter, from the musical ""Jubilee"""	Cole Porter
112	dataset/jazz1350/Bein' Green.xml	Bein' Green	Bein' Green [jazz1350]	jazz1350	Joe Raposo	1970.0	1970.0	Bb major	Bb	major	AABA	32.0	4/4	-2.0	Even 8ths	db7e2a86-2c65-3855-bebb-7ee22fea5411					Joe Raposo
113	dataset/jazz1350/Bemsha Swing.xml	Bemsha Swing	Bemsha Swing [jazz1350]	jazz1350	Denzil Best	1952.0	1952.0	C major	C	major	A	16.0	4/4	0.0	Medium Swing	55bc467e-a6f6-3561-87de-0c2a60e39245	Q816388		https://en.wikipedia.org/wiki/Bemsha_Swing	song	
113	dataset/jazz1350/Bemsha Swing.xml	Bemsha Swing	Bemsha Swing [jazz1350]	jazz1350	Thelonious Monk	1952.0	1952.0	C major	C	major	A	16.0	4/4	0.0	Medium Swing	55bc467e-a6f6-3561-87de-0c2a60e39245	Q816388		https://en.wikipedia.org/wiki/Bemsha_Swing	song	
114	dataset/jazz1350/Bernie's Tune.xml	Bernie's Tune	Bernie's Tune [jazz1350]	jazz1350	Bernie Miller	1953.0	1953.0	D minor	D	minor	AABA	32.0	4/4	-1.0	Medium Up Swing	61aba75d-90c1-45a0-8d68-477c459ecc99	Q4894323		https://en.wikipedia.org/wiki/Bernie%27s_Tune	song	Jerry Leiber, Mike Stoller
115	dataset/jazz1350/Besame Mucho.xml	Besame Mucho	Besame Mucho [jazz1350]	jazz1350	Consuelo Velázquez	1941.0	1941.0	D minor	D	minor	ABA	40.0	4/4	-1.0	Bossa Nova	c53d4b1b-cae3-3ce2-ad5e-c278ad73c751	Q391180	mc0002355964	https://en.wikipedia.org/wiki/B%C3%A9same_Mucho	original song written and composed by Consuelo Velázquez	Consuelo Velázquez
116	dataset/jazz1350/Bess You Is My Woman.xml	Bess You Is My Woman	Bess You Is My Woman [jazz1350]	jazz1350	George Gershwin	1935.0	1935.0	Bb major	Bb	major	ABC	36.0	4/4	-2.0	Ballad	826c6acc-1f69-3dfc-8fda-6ff5e304f72a	Q4896356		https://en.wikipedia.org/wiki/Bess,_You_Is_My_Woman_Now	aria composed by George Gershwin	DuBose Heyward, Ira Gershwin
117	dataset/jazz1350/Bessie's Blues.xml	Bessie's Blues	Bessie's Blues [jazz1350]	jazz1350	John Coltrane	1977.0	1977.0	Eb major	Eb	major	A	12.0	4/4	-3.0	Up Tempo Swing	57a7cb80-55cd-352a-b5ed-16aafec65e2d					
