id	file_name	title	composer	musicbrainz_id	musicbrainz_composer	musicbrainz_lyricist	musicbrainz_type	wikidata_id	wikidata_description	wikidata_allmusic	wiki_link
1186	dataset/jazz1350/This Year's Kisses.xml	This Year's Kisses	Irving Berlin	60d69419-082c-368b-9f6a-b162b904112d	['Irving Berlin']	['Irving Berlin']	Song				
1187	dataset/jazz1350/Thou Swell.xml	Thou Swell	Richard Rodgers	2d7f2813-f6bd-3b6c-b3a2-6bf6d85bf8c0	['Richard Rodgers']	['Lorenz Hart']	Song	Q7796963	"original show tune written and composed by Rodgers and Hart; from the 1927 musical ""A Connecticut Yankee"""	mc0002530826	https://en.wikipedia.org/wiki/Thou_Swell
1188	dataset/jazz1350/Three Little Words.xml	Three Little Words	Harry Ruby	25da9e17-9428-39d0-9e4d-aae7fa5e1564	['Harry Ruby']	['Bert Kalmar']	Song	Q7797594	original song written and composed by Kalmar and Ruby	mc0002620420	https://en.wikipedia.org/wiki/Three_Little_Words_(song)
1189	dataset/jazz1350/Thrill Is Gone, The.xml	Thrill Is Gone, The	Ray Henderson	fdc64e84-ef6a-39c0-92e0-314a48eab205	['Ray Henderson']	['Lew Brown']	Song				
1190	dataset/jazz1350/Thriving From A Riff.xml	Thriving From A Riff	Charlie Parker	65880ce7-5f15-4d7c-9339-8d44fb763d07	['Charlie Parker']	[]	Song				
1191	dataset/jazz1350/Tickle-Toe.xml	Tickle-Toe	Lester Young	deef6ac5-d6f4-3f17-9f57-442f060f810b	['Lester Young']	[]	Song				
1192	dataset/jazz1350/Till There Was You.xml	Till There Was You	Meredith Wilson	552f3fee-d045-3ca7-9104-d58bc127ffb5	['Meredith Willson']	['Meredith Willson']	Song	Q632027	"original show tune written and composed by Meredith Willson; from the 1957 musical ""The Music Man"""		https://en.wikipedia.org/wiki/Till_There_Was_You
1193	dataset/jazz1350/Time After Time.xml	Time After Time	Jule Styne	8f440c9c-13a1-3560-82cb-1a522eb16d4f	['Jule Styne']	['Sammy Cahn']	Song	Q3970756	"original song composed by Jule Styne, lyrics by Sammy Cahn; from the 1947 film ""It Happened in Brooklyn"""	mc0002437046	https://en.wikipedia.org/wiki/Time_After_Time_(1947_song)
1194	dataset/jazz1350/Time Remembered.xml	Time Remembered	Bill Evans	58770ee0-7481-362e-b6cd-00de1c9656ab	['Bill Evans']	[]	Song	Q3528944	album by Bill Evans		https://en.wikipedia.org/wiki/Time_Remembered
1195	dataset/jazz1350/Tiny Capers.xml	Tiny Capers	Clifford Brown		[]	[]					
1196	dataset/jazz1350/Tippin'.xml	Tippin'	Horace Silver	2ba31f19-eebc-4820-ba4e-1c24a9906d83	['Horace Silver']	[]	Song				
1197	dataset/jazz1350/Tis Autumn.xml	Tis Autumn	Henry Nemo	c52df4f9-a2bf-42ba-8049-d3029b81513f	['Henry Nemo']	['Henry Nemo']	Song	Q21994705	original song written and composed by Henry Nemo		https://en.wikipedia.org/wiki/%27Tis_Autumn
1198	dataset/jazz1350/Tokyo Blues.xml	Tokyo Blues	Horace Silver	212b453a-bf27-413e-91cf-027ec76e2f3c	['Horace Silver']	[]					
1199	dataset/jazz1350/Tones For Joan's Bones.xml	Tones For Joan's Bones	Chick Corea	5fccf99b-a1fb-4d3e-a5b8-83541d3069db	['Chick Corea']	[]	Song				
1200	dataset/jazz1350/Tonight I Shall Sleep.xml	Tonight I Shall Sleep	Ellington-Mercer	edaae764-70a8-4a99-bbe2-89f4919008ee	['Duke Ellington', 'Irving Gordon']	[]					
1201	dataset/jazz1350/Tonight You Belong To Me.xml	Tonight You Belong To Me	Rose-David	f124b178-8c38-431e-a9c0-47eff5045861	['Lee David']	['Billy Rose']	Song				
1202	dataset/jazz1350/Tonight.xml	Tonight	Bernstein-Sondheim		[]	[]					
1203	dataset/jazz1350/Too Close For Comfort.xml	Too Close For Comfort	Bock-Weiss-Holofcener	8ab91f85-3e49-4ffe-9e3a-d9da2a2b974a	['George David Weiss', 'Jerry Bock', 'Lawrence Holofcener']	[]	Song	Q7823797	"original show tune written and composed by Jerry Bock, George David Weiss, and Larry Holofcener; from the 1956 musical ""Mr. Wonderful"""	mc0002419054	https://en.wikipedia.org/wiki/Too_Close_for_Comfort_(1956_song)
1204	dataset/jazz1350/Too Marvelous For Words.xml	Too Marvelous For Words	Richard Whiting	0ab7b99e-9fdc-3027-a274-1250af3b0031	['Richard A. Whiting']	['Johnny Mercer']	Song	Q2154748	"original song composed by Richard A. Whitling, lyrics by Johnny Mercer; from the 1937 film ""Ready, Willing, and Able"""	mc0002448866	https://en.wikipedia.org/wiki/Too_Marvelous_for_Words
1205	dataset/jazz1350/Too Young To Go Steady.xml	Too Young To Go Steady	Jimmy McHugh	a6279c26-4691-3105-9ba3-4e9259e599fc	['Jimmy McHugh']	['Harold Adamson']	Song				
1206	dataset/jazz1350/Too Young.xml	Too Young	Lippman-Dee	a7e0edf9-4d0b-3269-a54a-2d85cb9c6b7c	['Sidney Lippman']	['Sylvia Dee']	Song				
1207	dataset/jazz1350/Touch Of Your Lips, The.xml	Touch Of Your Lips, The	Ray Noble	0c7363b4-97f4-37b3-981c-e6867964d6dd	['Ray Noble']	['Ray Noble']	Song				
1208	dataset/jazz1350/Tour De Force.xml	Tour De Force	Dizzy Gillespie	1ed64ed2-f91f-48f5-87a0-8f3c29ebe424	['Dizzy Gillespie']	[]	Song				
1209	dataset/jazz1350/Toy Tune.xml	Toy Tune	Wayne Shorter	a778e541-957e-375d-a0c6-b7e23c0b2053	['Wayne Shorter']	[]	Song				
1210	dataset/jazz1350/Toys.xml	Toys	Herbie Hancock	97b4dd3b-41ca-474b-a1c3-d77570db1ba7	['Herbie Hancock']	[]					
1211	dataset/jazz1350/Training.xml	Training	Michel Petrucciani		[]	[]					
1212	dataset/jazz1350/Trane’s Blues.xml	Trane’s Blues	John Coltrane	83ebdb57-1ade-4e64-b64b-a1716dfc4e6c	['John Coltrane']	[]					
1213	dataset/jazz1350/Travels.xml	Travels	Pat Metheny	b8daae5d-d2fc-3e29-b165-d70a5bc049ee	['Lyle Mays', 'Pat Metheny']	[]	Song				
1214	dataset/jazz1350/Tricotism.xml	Tricotism	Oscar Pettiford	c0487132-4850-44c7-aa69-e0240248e40e	['Oscar Pettiford']	[]	Song				
1215	dataset/jazz1350/Trinkle Tinkle.xml	Trinkle Tinkle	Thelonious Monk	067eccc9-5533-34b9-a676-1003e9b588f3	['Thelonious Monk']	[]	Song				
1216	dataset/jazz1350/Triste.xml	Triste	Antonio Carlos Jobim	2e7d6d15-b904-31b1-a763-ec5049ff1316	['Antônio Carlos Jobim']	['Antônio Carlos Jobim']	Song				
1217	dataset/jazz1350/Troubled Waters.xml	Troubled Waters	Arthur Johnston	57341204-3d45-422b-bd46-e4c651407f79	['Arthur Johnston']	['Sam Coslow']	Song				
1218	dataset/jazz1350/Try A Little Tenderness.xml	Try A Little Tenderness	Harry Woods	8bb1de84-474b-3092-a779-5c21c77a77be	['Harry M. Woods']	['James Campbell', 'Reginald Connelly']	Song	Q7848433	song written by Jimmy Campbell, Reg Connelly, and Harry M. Woods	mc0002579223	https://en.wikipedia.org/wiki/Try_a_Little_Tenderness
1219	dataset/jazz1350/Tune Up.xml	Tune Up	Miles Davis	cb5180e3-5b19-3989-b3e0-dbda1362fbc4	['Miles Davis']	[]	Song				
1220	dataset/jazz1350/Turn Out The Stars.xml	Turn Out The Stars	Bill Evans	94129263-c392-3a5c-98bd-5e457b3aafed	['Bill Evans']	[]	Song				
1221	dataset/jazz1350/Turnaround.xml	Turnaround	Ornette Coleman	d3138dec-e29e-34e2-a0d5-d9894a7dc3b6	['Ornette Coleman']	[]	Song				
1222	dataset/jazz1350/Twisted Blues.xml	Twisted Blues	Wes Montgomery	76ba218b-dfbf-312f-84a3-e30f2840b316	['Wes Montgomery']	[]	Song				
1223	dataset/jazz1350/Twisted.xml	Twisted	Wardell Gray	bd10239d-8eec-3275-9ac0-a878a6d44901	['Wardell Gray']	['Annie Ross']	Song	Q7858501	1952 song with lyrics by Annie Ross		https://en.wikipedia.org/wiki/Twisted_(Annie_Ross_song)
1224	dataset/jazz1350/Two For The Road.xml	Two For The Road	Henry Mancini	464c5814-b670-30f0-9e65-e985e220c657	['Henry Mancini']	['Leslie Bricusse']					
1225	dataset/jazz1350/Two Not One.xml	Two Not One	Lennie Tristano	500b9320-6a91-470a-bf48-eb911b82a93d	['Lennie Tristano']	[]	Song				
1226	dataset/jazz1350/Two Sleepy People.xml	Two Sleepy People	Hoagy Carmichael	e8e69f00-f51d-443d-9a41-9b71b32263f8	['Hoagy Carmichael']	['Frank Loesser']	Song				
1227	dataset/jazz1350/Ugly Beauty.xml	Ugly Beauty	Thelonious Monk	5786573e-ae19-4acd-930c-438c09ee541d	['Thelonious Monk']	[]	Song				
1228	dataset/jazz1350/Undecided.xml	Undecided	Charlie Shavers	a7554e06-3866-32ba-b73d-9f341da5eeda	['Charlie Shavers']	['Sid Robin']	Song	Q9366614	song performed by John Kirby		https://en.wikipedia.org/wiki/Undecided
1229	dataset/jazz1350/Under A Blanket Of Blue.xml	Under A Blanket Of Blue	Jerry Livingston	e782a030-4530-4d83-8e67-409095ed6a18	['Jerry Livingston']	['Al J. Neiburg', 'Marty Symes']	Song				
1230	dataset/jazz1350/Unforgettable.xml	Unforgettable	Gordon Irving	3ee29e3d-b17e-38dc-b5ed-47b1a039c1be	['Irving Gordon']	['Irving Gordon']	Song	Q865086	song written by Irving Gordon		https://en.wikipedia.org/wiki/Unforgettable_(Nat_King_Cole_song)
1231	dataset/jazz1350/Unit Seven.xml	Unit Seven	Sam Jones	3b65f818-86cb-39fd-9097-8a6ef7f91795	['Sam Jones']	[]	Song				
1232	dataset/jazz1350/United.xml	United	Wayne Shorter	8602079d-c1b4-3556-af9b-8e9178a89a8b	['Wayne Shorter']	[]	Song				
1233	dataset/jazz1350/Unity Village.xml	Unity Village	Pat Metheny	8ed28e7b-e45d-3f51-bb7f-686ff4893474	['Pat Metheny']	[]	Song				
1234	dataset/jazz1350/Unrequited.xml	Unrequited	Brad Mehldau	d6e5da17-1863-3286-9331-ae98a51d4703	['Brad Mehldau']	[]	Song				
1235	dataset/jazz1350/Up Jumped Spring.xml	Up Jumped Spring	Freddie Hubbard	20ad4059-a04a-3d3b-b99a-712c974e7b98	['Freddie Hubbard']	['Abbey Lincoln']	Song				
1236	dataset/jazz1350/Up With The Lark.xml	Up With The Lark	Jerome Kern	02e89bbd-c3a4-4c5a-be12-e11e15eeeed4	['Jerome Kern']	['Leo Robin']	Song				
1237	dataset/jazz1350/Upper Manhattan Medical Group.xml	Upper Manhattan Medical Group	Billy Strayhorn	59bfd845-a04b-471a-99f3-e2fcd5b1fe95	['Billy Strayhorn']	[]	Song				
1238	dataset/jazz1350/Valse Hot.xml	Valse Hot	Sonny Rollins	c2cbbb68-1600-4bef-9115-421d0e5b5d62	['Sonny Rollins']	[]	Song				
1239	dataset/jazz1350/Very Early.xml	Very Early	Bill Evans	4bb1c138-3944-3e24-aecc-77a802b30b8a	['Bill Evans']	[]					
1240	dataset/jazz1350/Very Thought Of You, The.xml	Very Thought Of You, The	Ray Noble	96ce549c-7e30-3d4e-8bac-b4858492ebb5	['Ray Noble']	['Ray Noble']	Song	Q7772472	original song written and composed by Ray Noble	mc0002464884	https://en.wikipedia.org/wiki/The_Very_Thought_of_You
1241	dataset/jazz1350/Violets For Your Furs.xml	Violets For Your Furs	Adair-Dennis	b221e821-4520-3c2f-a1f1-142efdb703d7	['Matt Dennis']	['Tom Adair']	Song	Q7933321	original song composed by Matt Dennis, lyrics by Matt Dennis; first recorded by Tommy Dorsey and His Orchestra		https://en.wikipedia.org/wiki/Violets_for_Your_Furs
1242	dataset/jazz1350/Virgo.xml	Virgo	Wayne Shorter	cd8a21b6-7b0a-43b2-9e0d-02eb3922a1ad	['Wayne Shorter']	[]	Song				
1243	dataset/jazz1350/Voyage.xml	Voyage	Kenny Barron	e64f9b38-179e-4340-bd6f-fba495e15384	['Kenny Barron']	[]	Song				
1244	dataset/jazz1350/Wait Till You See Her.xml	Wait Till You See Her	Richard Rodgers	a77deff0-f7dd-37a1-ab81-98954f9bfb49	['Richard Rodgers']	['Lorenz Hart']	Song	Q7960427	song composed by Richard Rodgers with lyrics by Lorenz Hart performed by Nancy Sinatra		https://en.wikipedia.org/wiki/Wait_till_You_See_Her
1245	dataset/jazz1350/Walk Tall.xml	Walk Tall	Cannonball Adderley	b522aa95-c136-4ddc-9fe0-faeb9ebea79a	['Nat Adderley']	[]					
1246	dataset/jazz1350/Walkin' My Baby Back Home.xml	Walkin' My Baby Back Home	Ahlert-Turk	97571902-aff0-4896-a4dc-fa31c9ae6b99	['Fred E. Ahlert']	['Roy Turk']	Song	Q4563559	song written and composed by Roy Turk and Fred Ahlert		https://en.wikipedia.org/wiki/Walkin%27_My_Baby_Back_Home_(song)
1247	dataset/jazz1350/Walkin' Shoes.xml	Walkin' Shoes	Gerry Mulligan	4ca6cedc-6a1e-4d6d-bd45-2b0d48a1d21e	['Gerry Mulligan']	[]	Song				
1248	dataset/jazz1350/Walkin' up.xml	Walkin' up	Bill Evans	ca6d9e35-86bd-4da8-9c68-a9dc0587f66b	['Bill Evans']	[]	Song				
1249	dataset/jazz1350/Walkin'.xml	Walkin'	Miles Davis		[]	[]					
1250	dataset/jazz1350/Waltz For Debby.xml	Waltz For Debby	Bill Evans	30a33711-0db8-3fc7-a3c8-f42426bdf43b	['Bill Evans']	[]	Song	Q3565959	jazz standard composed by Bill Evans		https://en.wikipedia.org/wiki/Waltz_for_Debby_(song)
1251	dataset/jazz1350/Warm Valley.xml	Warm Valley	Duke Ellington	9b562257-079e-34fd-9658-f1b13b11fe61	['Duke Ellington']	[]					
1252	dataset/jazz1350/Watch What Happens.xml	Watch What Happens	Michel Legrand	f5d468f2-a7ab-331d-8337-0d237e3e82b9	['Michel Legrand']	['Jacques Demy']	Song				
1253	dataset/jazz1350/Watermelon Man.xml	Watermelon Man	Herbie Hancock	d3e95fd3-8cbf-3e85-abe2-fe0d9469525c	['Herbie Hancock']	[]		Q1502987	song		https://en.wikipedia.org/wiki/Watermelon_Man_(composition)
1254	dataset/jazz1350/Wave.xml	Wave	Antonio Carlos Jobim	4aec912d-8c05-386a-9caf-707897b7d669	['Antônio Carlos Jobim']	[]					
1255	dataset/jazz1350/Way You Look Tonight, The.xml	Way You Look Tonight, The	Jerome Kern	ab45a3c2-23c3-3c31-918b-861ef42c79d6	['Jerome Kern']	['Dorothy Fields']	Song	Q1471428	"original song composed by Jerome Kern, lyrics by Dorothy Fields; from the 1936 film ""Swing Time"""	mc0002663270	https://en.wikipedia.org/wiki/The_Way_You_Look_Tonight
1256	dataset/jazz1350/Wayne's Thang.xml	Wayne's Thang	Kenny Garrett		[]	[]					
1257	dataset/jazz1350/We See.xml	We See	Thelonious Monk	4ac0e06b-319a-3c6b-975b-c5d822775d3f	['Thelonious Monk']	[]	Song				
1258	dataset/jazz1350/We Will Meet Again.xml	We Will Meet Again	Bill Evans	34a9cbda-b030-3957-8895-34ac05e635fe	['Bill Evans']	[]	Song				
1259	dataset/jazz1350/We'll Be Together Again.xml	We'll Be Together Again	Carl Fisher	f17194e6-e0e0-3843-ae01-d218d6258683	['Carl Fischer']	['Frankie Laine']	Song	Q7977050	original song composed by Carl Fischer, lyrics by Frankie Lane		https://en.wikipedia.org/wiki/We%27ll_Be_Together_Again
1260	dataset/jazz1350/Webb City.xml	Webb City	Bud Powell	81addbf4-40b5-4baf-ac9c-dcf148e8dba2	['Bud Powell']	[]	Song				
1261	dataset/jazz1350/Well You Needn't.xml	Well You Needn't	Thelonious Monk	08ee3a2f-6905-3660-8d36-f55df4774b97	['Thelonious Monk']	[]	Song	Q174007	jazz standard		https://en.wikipedia.org/wiki/Well,_You_Needn%27t
1262	dataset/jazz1350/Wendy.xml	Wendy	Paul Desmond		[]	[]					
1263	dataset/jazz1350/West Coast Blues.xml	West Coast Blues	Wes Montgomery	4de7b604-0906-3686-a9a3-db9d987cf01b	['Wes Montgomery']	[]					
1264	dataset/jazz1350/What A Difference A Day Made.xml	What A Difference A Day Made	Maria Grever	9ae5d73b-5140-34bc-9964-9aa750fbf804	['María Grever']	['Stanley Adams']	Song	Q7991517	"translated song; English version of ""Cuando vuelva a tu lado"", lyrics adapted by Stanley Adams"	mc0002638641	https://en.wikipedia.org/wiki/What_a_Diff%27rence_a_Day_Made
1265	dataset/jazz1350/What A Little Moonlight Can Do.xml	What A Little Moonlight Can Do	Harry Woods	bc7141d3-9492-3dd6-800a-63ebe87f35ed	['Harry M. Woods']	['Harry M. Woods']	Song				
1266	dataset/jazz1350/What A Wonderful World.xml	What A Wonderful World	Weiss-Thiele	e7364956-ed0f-3fba-ae9a-d85faa558629	['Bob Thiele', 'George David Weiss']	[]	Song	Q944632	original song written and composed by George Douglas and George David Weiss; first recorded by Louis Armstrong in 1967	mc0002382297	https://en.wikipedia.org/wiki/What_a_Wonderful_World
1267	dataset/jazz1350/What Are You Doing New Years.xml	What Are You Doing New Years	Frank Loesser	fabd7618-9dc1-37a4-b4f5-9265198aa1c5	['Frank Loesser']	['Frank Loesser']	Song	Q7990978	1947 song by Frank Loesser		https://en.wikipedia.org/wiki/What_Are_You_Doing_New_Year%27s_Eve%3F
1268	dataset/jazz1350/What Are You Doing The Rest Of Your Life.xml	What Are You Doing The Rest Of Your Life	Michel Legrand	0acc08e7-f020-33b0-b264-b8c356eb1fe5	['Michel Legrand']	['Alan Bergman', 'Marilyn Bergman']	Song	Q3567625	song with lyrics by Marilyn Bergman performed by Michael Dees		https://en.wikipedia.org/wiki/What_Are_You_Doing_the_Rest_of_Your_Life%3F
1269	dataset/jazz1350/What Is This Thing Called Love.xml	What Is This Thing Called Love	Cole Porter	70eb376f-0fbb-324c-9dcb-d30ab24f9f3e	['Cole Porter']	['Cole Porter']	Song	Q860211	"original show tune written and composed by Cole Porter; from the 1929 musical ""Wake Up and Dream"""	mc0002414723	https://en.wikipedia.org/wiki/What_Is_This_Thing_Called_Love%3F
1270	dataset/jazz1350/What'll I Do.xml	What'll I Do	Irving Berlin	47c1d13b-5e1b-31c1-8218-1c11f0eea736	['Irving Berlin']	['Irving Berlin']	Song	Q7990739	written by Irving Berlin 1923	mc0002406870	https://en.wikipedia.org/wiki/What%27ll_I_Do
1271	dataset/jazz1350/What's New.xml	What's New	Bob Haggard	f5cf3dae-2d9d-3bc2-ba94-8133f7617fa6	['Bob Haggart']	['Johnny Burke']	Song	Q2566573	song composed by Bob Haggart, lyrics by Johnny Burke		https://en.wikipedia.org/wiki/What%27s_New%3F
1272	dataset/jazz1350/When I Fall In Love.xml	When I Fall In Love	Victor Young	d896ff41-9dc0-3e9c-9312-75e76a4b12c5	['Victor Young']	['Edward Heyman']	Song	Q2560170	"original song written and composed by Victor Young and Edward Heyman; from the 1952 movie ""One Minute to Zero"""	mc0002428097	https://en.wikipedia.org/wiki/When_I_Fall_in_Love
1273	dataset/jazz1350/When It Rains.xml	When It Rains	Brad Mehldau	e8bf4de4-3966-3ca7-a083-516292ddb4dd	['Brad Mehldau']	[]					
1274	dataset/jazz1350/When It's Sleepy Time Down South.xml	When It's Sleepy Time Down South	Traditional		[]	[]					
1275	dataset/jazz1350/When Lights Are Low.xml	When Lights Are Low	Benny Carter	0dcc0f27-4240-3e9a-a8dd-9caf2dddd4cd	['Benny Carter']	['Spencer Williams']	Song				
1276	dataset/jazz1350/When Sunny Gets Blue.xml	When Sunny Gets Blue	Marvin Fisher	6a011e4c-9b44-3143-ba33-69ebf38e9e55	['Marvin Fisher']	['Jack Segal']	Song	Q30594579	original song composed by Marvin Fisher, lyrics by Jack Segal; first recorded by Johnny Mathis	mc0002456575	https://en.wikipedia.org/wiki/When_Sunny_Gets_Blue
1277	dataset/jazz1350/When The Saints Go Marching In.xml	When The Saints Go Marching In	Traditional	2d8bdbe9-dc42-3ce5-81a6-1ab136ccf329	['[traditional]']	['[traditional]']	Song	Q1753926	American gospel hymn		https://en.wikipedia.org/wiki/When_the_Saints_Go_Marching_In
1278	dataset/jazz1350/When The Sun Comes Out.xml	When The Sun Comes Out	Harold Arlen	242a92bd-b37c-368a-8a7b-9501e09bf285	['Harold Arlen']	['Ted Koehler']	Song	Q7993041	1962 song performed by Barbra Streisand		https://en.wikipedia.org/wiki/When_the_Sun_Comes_Out
1279	dataset/jazz1350/When You Wish Upon A Star.xml	When You Wish Upon A Star	Leigh Harline	cb73cff9-7c38-3aab-b8e9-48045027c019	['Leigh Harline']	['Ned Washington']	Song	Q2734098	original song written and composed by Leigh Harline and Ned Washington for the 1940 Disney film Pinocchio		https://en.wikipedia.org/wiki/When_You_Wish_Upon_a_Star
1280	dataset/jazz1350/When You're Smilin'.xml	When You're Smilin'	Shay - Fisher - Goodwin		[]	[]					
1281	dataset/jazz1350/Where Are You.xml	Where Are You	Jimmy McHugh	1e160c2b-1073-405c-95cf-4d5829f5a093	['Jimmy McHugh']	['Harold Adamson']	Song	Q7993175	"original song composed by Jimmy McHugh, lyrics by Harold Adamson; from the 1937 film ""Top of the Town"""		https://en.wikipedia.org/wiki/Where_Are_You%3F_(1937_song)
1282	dataset/jazz1350/Where Or When.xml	Where Or When	Richard Rodgers	662a1eac-24c3-3781-b94d-6f0dea4901cf	['Richard Rodgers']	['Lorenz Hart']	Song	Q6980709	"original show tune by Rodgers and Hart; from the 1937 musical ""Babes in Arms"""	mc0002429643	https://en.wikipedia.org/wiki/Where_or_When
1283	dataset/jazz1350/While We're Young.xml	While We're Young	Wilder-Palitz	a5328749-1329-3a06-b001-7a6d68a08efd	['Alec Wilder', 'Morty Palitz']	['William Engvick']	Song	Q18663818	1943 song		https://en.wikipedia.org/wiki/While_We%27re_Young_(song)
1284	dataset/jazz1350/Whisper Not.xml	Whisper Not	Benny Golson	9a0b66af-c068-3f59-8f88-7e304cbeba92	['Benny Golson']	['Leonard Feather']	Song	Q2566802	song composed by Benny Golson performed by Dizzy Gillespie		https://en.wikipedia.org/wiki/Whisper_Not_(song)
1285	dataset/jazz1350/Who Can I Turn To.xml	Who Can I Turn To	Newley-Bricusse	7fa1bfa2-ce99-3236-9859-9626b6f1e2ea	['Anthony Newley', 'Leslie Bricusse']	[]	Song	Q3567838	song with lyrics by Leslie Bricusse performed by Anthony Newley		https://en.wikipedia.org/wiki/Who_Can_I_Turn_To%3F
1286	dataset/jazz1350/Who Cares.xml	Who Cares	George Gershwin	d89a0ad0-9b56-37fd-8a76-724a99998493	['George Gershwin']	['Ira Gershwin']	Song	Q7997179	song composed by George Gershwin performed by Fred Astaire		https://en.wikipedia.org/wiki/Who_Cares%3F_(Gershwin_song)
1287	dataset/jazz1350/Who's Sorry Now.xml	Who's Sorry Now	Snyder-Kalmar-Ruby	1fa84296-3dae-3d53-b654-7b6a16b16ea7	['Ted Snyder']	['Bert Kalmar', 'Harry Ruby']	Song	Q7997054	original song composed by Ted Snyder, lyrics by Bert Kalmar and Harry Ruby		https://en.wikipedia.org/wiki/Who%27s_Sorry_Now%3F_(song)
1288	dataset/jazz1350/Why Do I Love You.xml	Why Do I Love You	Jerome Kern	a7447730-7642-3c36-9d90-262aa177b3ef	['Jerome Kern']	['Oscar Hammerstein II']	Song				
1289	dataset/jazz1350/Why Don't You Do Right.xml	Why Don't You Do Right	Kansas-Joe McCoy	da551c15-032b-3c8a-bf94-f6259ffc04b4	['Kansas Joe McCoy']	['Kansas Joe McCoy']	Song	Q1762648	1943 song performed by Harlem Hamfats		https://en.wikipedia.org/wiki/Why_Don%27t_You_Do_Right%3F
1290	dataset/jazz1350/Wild Flower.xml	Wild Flower	Wayne Shorter	e0a8b9af-84b0-423c-a8cc-044f0b6a9156	['Wayne Shorter']	[]	Song				
1291	dataset/jazz1350/Will You Still Be Mine.xml	Will You Still Be Mine	Matt Dennis	6d1c823b-737b-44ea-8999-e64ed73c6098	['Matt Dennis']	['Tom Adair']	Song				
1292	dataset/jazz1350/Willow Weep For Me.xml	Willow Weep For Me	Ann Ronell	219d7e1d-64fa-3e0d-bb07-d184b59d742f	['Ann Ronell']	['Ann Ronell']	Song	Q820873	original song written and composed by Ann Ronell		https://en.wikipedia.org/wiki/Willow_Weep_for_Me
1293	dataset/jazz1350/Windows.xml	Windows	Chick Corea	d2382b9b-2838-384f-b18a-30d5e416b1e8	['Chick Corea']	[]		Q30601025	compositie		https://en.wikipedia.org/wiki/Windows_(composition)
1294	dataset/jazz1350/Witch Hunt.xml	Witch Hunt	Wayne Shorter	c217a9cf-e2c8-4cd9-99d4-67546a1e2b72	['Wayne Shorter']	[]	Song				
1295	dataset/jazz1350/Witchcraft.xml	Witchcraft	Cy Coleman	6a4a31c5-1261-4894-84ad-8f486380f8b7	['Cy Coleman']	['Carolyn Leigh']	Song	Q4020538	original song composed by Cy Coleman, lyrics by Carolyn Leigh; first recorded by Frank Sinatra	mc0002422546	https://en.wikipedia.org/wiki/Witchcraft_(1957_song)
1296	dataset/jazz1350/With A Song In My Heart.xml	With A Song In My Heart	Richard Rodgers	52f8ac75-fbbe-30b2-af11-6d231491fa04	['Richard Rodgers']	['Lorenz Hart']	Song	Q8028087	song composed by Richard Rodgers		https://en.wikipedia.org/wiki/With_a_Song_in_My_Heart_(song)
1297	dataset/jazz1350/With The Wind And The Rain In Hair.xml	With The Wind And The Rain In Hair	Clare Edwards	9d3e7a9d-21cb-4cd0-a95d-c583b992f097	['Clara Edwards', 'Jack Lawrence']	[]	Song				
1298	dataset/jazz1350/Without A Song.xml	Without A Song	Vincent Youmans	b38082b8-0f3b-4f54-bb89-8aada088ae0c	['Vincent Youmans']	['Billy Rose', 'Edward Eliscu']	Song	Q8028278	"original show tune composed by Vincent Youmans, lyrics by Edward Eliscu, Billy Rose; from the 1929 musical ""Great Day"""	mc0002416901	https://en.wikipedia.org/wiki/Without_a_Song
1299	dataset/jazz1350/Wives And Lovers.xml	Wives And Lovers	Burt Bacharach	ac7fcb3f-efbd-3d98-a4e2-c8aa9b732767	['Burt Bacharach']	['Hal David']		Q8028688	single		https://en.wikipedia.org/wiki/Wives_and_Lovers
1300	dataset/jazz1350/Woody'n You.xml	Woody'n You	Dizzy Gillespie		[]	[]					
1301	dataset/jazz1350/Work Song.xml	Work Song	Nat Adderley	1f40e982-b949-4e5e-86f6-e603efd8f188	['Nat Adderley']	['Oscar Brown Jr.']	Song	Q79349690	"adaptation of ""Work Song"" with English lyrics by Oscar Brown Jr.; first recorded by Oscar Brown, Jr."		
1302	dataset/jazz1350/Worth The Wait.xml	Worth The Wait	Peter Erskine		[]	[]					
1303	dataset/jazz1350/Wouldn't It Be Loverly.xml	Wouldn't It Be Loverly	Frederick Loewe	f0c0b7fe-86c0-3381-b6ca-7a21d4356253	['Frederick Loewe']	['Alan Jay Lerner']	Song	Q3432138	1956 song composed by Frederick Loewe with lyrics by Alan Jay Lerner performed by Andy Williams		https://en.wikipedia.org/wiki/Wouldn%27t_It_Be_Loverly
1304	dataset/jazz1350/Wow.xml	Wow	Lennie Tristano	1e81ce68-6ec5-4775-9b3e-70cffae0fe91	['Lennie Tristano']	[]	Song				
1305	dataset/jazz1350/Wrap Your Troubles In Dreams.xml	Wrap Your Troubles In Dreams	Harry Barris	177be3d6-14bf-3e12-87af-c1d7457b5c59	['Harry Barris']	['Billy Moll', 'Ted Koehler']	Song	Q8037585	popular song written by Harry Barris with lyrics by Ted Koehler and Billy Moll, published in 1931	mc0002416829	https://en.wikipedia.org/wiki/Wrap_Your_Troubles_in_Dreams_(song)
1306	dataset/jazz1350/Yardbird Suite.xml	Yardbird Suite	Charlie Parker	57fb8f2d-7329-4880-b405-e384b2d62f2b	['Charlie Parker']	['Bob Dorough']	Song				
